Asset,Blockchain,Contract address,Token ID,Description,Ressources,V/F,PIC,,% V,Total
The Mfer chicks,Ethereum,0xdA858C5183e9024C0D5301ee85AE1e41dbe0F880,1832,https://opensea.io/assets/ethereum/0xda858c5183e9024c0d5301ee85ae1e41dbe0f880/1832,https://etherscan.io/address/0xda858c5183e9024c0d5301ee85ae1e41dbe0f880,F,PIC173,,,
The unordinal meetbits,Ethereum,0xD17B5B8eAEd944f4f1cCCD5c5e0961DF0F37Ff26,10,https://opensea.io/assets/ethereum/0xd17b5b8eaed944f4f1cccd5c5e0961df0f37ff26/10,https://etherscan.io/address/0xd17b5b8eaed944f4f1cccd5c5e0961df0f37ff26,F,PIC174,,,
The Smurfs’ Society | Ingredients & Potions,Polygon,0x48c75FbF0452fA8FF2928Ddf46B0fE7629cCa2FF,6,https://opensea.io/assets/matic/0x48c75fbf0452fa8ff2928ddf46b0fe7629cca2ff/6,https://polygonscan.com/address/0x48c75fbf0452fa8ff2928ddf46b0fe7629cca2ff,V,PIC175,,,
Kraken,Polygon,0x2478490ED24dc0Fec999be7FD2eB714035D83823,8645,https://opensea.io/assets/matic/0x2478490ed24dc0fec999be7fd2eb714035d83823/8645,https://polygonscan.com/address/0x2478490ed24dc0fec999be7fd2eb714035d83823,V,PIC176,,,
Figth Me: Triumphia origins,Polygon,0x63B6f4FB67DE2293fE1393A4111A07a5d614b6D6,5,https://opensea.io/assets/matic/0x63b6f4fb67de2293fe1393a4111a07a5d614b6d6/5,https://polygonscan.com/address/0x63b6f4fb67de2293fe1393a4111a07a5d614b6d6,F,PIC177,,,
Figth Me: Triumphia origins,Polygon,0xF214E792F8A5C199eE69288B6832b14B325D94eD,7234,https://opensea.io/assets/matic/0xf214e792f8a5c199ee69288b6832b14b325d94ed/7234,https://polygonscan.com/address/0xf214e792f8a5c199ee69288b6832b14b325d94ed,V,PIC178,,,
The Monsters,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,99478027352093246616490987577428832875807355370398666702103720607667873382401,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/99478027352093246616490987577428832875807355370398666702103720607667873382401,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC179,,,
The Monsters,Polygon,0x863A82228DAE5d92bE2156Bc4e256d604bCdF6BB,888,https://opensea.io/assets/matic/0x863a82228dae5d92be2156bc4e256d604bcdf6bb/888,https://polygonscan.com/address/0x863a82228dae5d92be2156bc4e256d604bcdf6bb,V,PIC180,,,
Bulldog,Polygon,0xAB4E3e5b511b2DB7bD5db8789EAcBece9aaeC5C8,1,https://opensea.io/assets/matic/0xab4e3e5b511b2db7bd5db8789eacbece9aaec5c8/1,https://polygonscan.com/address/0xab4e3e5b511b2db7bd5db8789eacbece9aaec5c8,F,PIC181,,,
Polygon bull club,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,25753552711528398690366267910398674149957442417373324360119101312953080610817,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/25753552711528398690366267910398674149957442417373324360119101312953080610817,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC182,,,
Digi Dorkz,Ethereum,0xE5fD835470D3162Bcd94F68d5394Fb71bF1C5287,10,https://opensea.io/assets/matic/0xe5fd835470d3162bcd94f68d5394fb71bf1c5287/10,https://polygonscan.com/address/0xe5fd835470d3162bcd94f68d5394fb71bf1c5287,F,PIC183,,,
Digi Dorkz,Ethereum,0x99A14fa2A0E0Bd22Dd224Dd746cfC4ed56AD66b4,611,https://opensea.io/assets/ethereum/0x99a14fa2a0e0bd22dd224dd746cfc4ed56ad66b4/611,https://etherscan.io/address/0x99a14fa2a0e0bd22dd224dd746cfc4ed56ad66b4,V,PIC184,,,
Sproto Gremlins,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,9281635311272296901545662685361522864824229795097207087014519957736011071489,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/9281635311272296901545662685361522864824229795097207087014519957736011071489,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC185,,,
Sproto Gremlins,Ethereum,0xEeca64ea9fCf99A22806Cd99b3d29cf6e8D54925,714,https://opensea.io/assets/ethereum/0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925/714,https://etherscan.io/address/0xeeca64ea9fcf99a22806cd99b3d29cf6e8d54925,V,PIC186,,,
Saved Souls,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,16577318207565213617753329316780303436238274682435433616718216205710747762689,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/16577318207565213617753329316780303436238274682435433616718216205710747762689,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC187,,,
Saved Souls,Ethereum,0x884Ba86FAA29745b6C40B7098567A393E91335CF,764,https://opensea.io/assets/ethereum/0x884ba86faa29745b6c40b7098567a393e91335cf/764,https://etherscan.io/address/0x884ba86faa29745b6c40b7098567a393e91335cf,V,PIC188,,,
MERGE VV,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,96510653557806544970415342426700664522877474524009704882066609514854653886465,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/96510653557806544970415342426700664522877474524009704882066609514854653886465,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC189,,,
Blips,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,25824570036794798370949278917275716860018398422689878165305225583162812268545,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/25824570036794798370949278917275716860018398422689878165305225583162812268545,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC190,,,
Bumpkin Wearables,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,21828670064999081948239625585731803011907636856889216244003716911256737677341,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/21828670064999081948239625585731803011907636856889216244003716911256737677341,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC191,,,
Bumpkin Wearables,Polygon,0x4bb5b2461e9Ef782152c3a96698b2a4cF55B6162,14,https://opensea.io/assets/matic/0x4bb5b2461e9ef782152c3a96698b2a4cf55b6162/14,https://polygonscan.com/address/0x4bb5b2461e9ef782152c3a96698b2a4cf55b6162,V,PIC192,,,
Donsy,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,87714897162868436397076359957432153232038372862772084388093312619222619127809,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/87714897162868436397076359957432153232038372862772084388093312619222619127809,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC193,,,
Donsy,Polygon,0x187778E70489bbD9c81de1F87FD6a9d2088CF1EB,4574,https://opensea.io/assets/matic/0x187778e70489bbd9c81de1f87fd6a9d2088cf1eb/4574,https://polygonscan.com/address/0x187778e70489bbd9c81de1f87fd6a9d2088cf1eb,V,PIC194,,,
Rekt Dogs,Polygon,0xAce8187B113a38F83Bd9C896C6878B175c234dCc,8161,https://opensea.io/assets/matic/0xace8187b113a38f83bd9c896c6878b175c234dcc/8161,https://polygonscan.com/address/0xace8187b113a38f83bd9c896c6878b175c234dcc,V,PIC195,,,
rektguy,Ethereum,0xB852c6b5892256C264Cc2C888eA462189154D8d7,6267,https://opensea.io/assets/ethereum/0xb852c6b5892256c264cc2c888ea462189154d8d7/6267,https://etherscan.io/address/0xb852c6b5892256c264cc2c888ea462189154d8d7,V,PIC196,,,
Mocaverse,Ethereum,0x59325733eb952a92e069C87F0A6168b29E80627f,4225,https://opensea.io/assets/ethereum/0x59325733eb952a92e069c87f0a6168b29e80627f/4225,https://etherscan.io/address/0x59325733eb952a92e069c87f0a6168b29e80627f,V,PIC197,,,
Ozaro Nft,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,34897815206425077025913739975785761385374836417536167341402997479893234714272,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/34897815206425077025913739975785761385374836417536167341402997479893234714272,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC198,,,
Danketsu,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,33618502528251534373906188507641300831265073111405821262897535799800941773800,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/33618502528251534373906188507641300831265073111405821262897535799800941773800,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC199,,,
Drill Club,Polygon,0x27D8A24a7445EC9671c913b33f11533DFa4Adef5,1,https://opensea.io/assets/matic/0x27d8a24a7445ec9671c913b33f11533dfa4adef5/1,https://polygonscan.com/address/0x27d8a24a7445ec9671c913b33f11533dfa4adef5,F,PIC200,,,
Chapitos,Ethereum,0xF419CdbaCdE81a94378c8168059a7526d7779F98,6739,https://opensea.io/assets/ethereum/0xf419cdbacde81a94378c8168059a7526d7779f98/6739,https://etherscan.io/address/0xf419cdbacde81a94378c8168059a7526d7779f98,V,PIC201,,,
Los Chapitos,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,20959326796367989588500941246054373493678191278498445557599621866022447874049,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/20959326796367989588500941246054373493678191278498445557599621866022447874049,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC202,,,
notdead1974,Ethereum,0xeaFFDB4b0f5E148946a808dF72A289B12ee3f790,557,https://opensea.io/assets/ethereum/0xeaffdb4b0f5e148946a808df72a289b12ee3f790/557,https://etherscan.io/address/0xeaffdb4b0f5e148946a808df72a289b12ee3f790,V,PIC203,,,
627EEA,Ethereum,0x21Baf34dbDf520c47a2F45228c4c3d7Fa7508777,3164,https://opensea.io/assets/ethereum/0x21baf34dbdf520c47a2f45228c4c3d7fa7508777/3164,https://etherscan.io/address/0x21baf34dbdf520c47a2f45228c4c3d7fa7508777,V,PIC204,,,
Kitaro World,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,93095691265798838615643849468469492968973389813895359500792721438645547958273,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/93095691265798838615643849468469492968973389813895359500792721438645547958273,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC205,,,
Indigo Child,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,9160455391106544959689213738047367510330587801876066024467029840243663568897,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/9160455391106544959689213738047367510330587801876066024467029840243663568897,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC206,,,
IndigoChild,Ethereum,0xF305BD2C62398f452AD9b542730eae39A54AF358,4151,https://opensea.io/assets/ethereum/0xf305bd2c62398f452ad9b542730eae39a54af358/4151,https://etherscan.io/address/0xf305bd2c62398f452ad9b542730eae39a54af358,V,PIC207,,,
Town star,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,89715982425576032657474389368030723138854353714517841595121652914238974329828,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/89715982425576032657474389368030723138854353714517841595121652914238974329828,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC208,,,
Party Memberships: HV-MTL go,Ethereum,0xABec9e63326E0c8D59daCAC0d01463D73e3ED7C5,4,https://opensea.io/assets/ethereum/0xabec9e63326e0c8d59dacac0d01463d73e3ed7c5/4,https://etherscan.io/address/0xabec9e63326e0c8d59dacac0d01463d73e3ed7c5,F,PIC209,,,
HV Metal Collection,Ethereum,0xFa07E6Ebf326e493F9b97a9dFb4829c548b23FCd,1,https://opensea.io/assets/ethereum/0xfa07e6ebf326e493f9b97a9dfb4829c548b23fcd/1,https://etherscan.io/address/0xfa07e6ebf326e493f9b97a9dfb4829c548b23fcd,F,PIC210,,,
Checks,Ethereum,0x036721e5A769Cc48B3189EFbb9ccE4471E8A48B1,13502,https://opensea.io/assets/ethereum/0x036721e5a769cc48b3189efbb9cce4471e8a48b1/13502,https://etherscan.io/address/0x036721e5a769cc48b3189efbb9cce4471e8a48b1,V,PIC211,,,
Checks,Ethereum,0x26aC5839712163d0dff4e10b7614AD633e578eB9,453,https://opensea.io/assets/ethereum/0x26ac5839712163d0dff4e10b7614ad633e578eb9/453,https://etherscan.io/address/0x26ac5839712163d0dff4e10b7614ad633e578eb9,F,PIC212,,,
Chicken Derby Serum,Polygon,0xB993c5Ef544A6C8eBe8Fd6DBc4803a4Bf7B3917d,1,https://opensea.io/assets/matic/0xb993c5ef544a6c8ebe8fd6dbc4803a4bf7b3917d/1,https://polygonscan.com/address/0xb993c5ef544a6c8ebe8fd6dbc4803a4bf7b3917d,F,PIC213,,,
Chicken Derby,Polygon,0x8634666bA15AdA4bbC83B9DbF285F73D9e46e4C2,23288,https://opensea.io/assets/matic/0x8634666ba15ada4bbc83b9dbf285f73d9e46e4c2/23288,https://polygonscan.com/address/0x8634666ba15ada4bbc83b9dbf285f73d9e46e4c2,V,PIC214,,,
Planet Kooky,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,22415029338964513601968771408100485996210213424157708272247837240125909106689,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/22415029338964513601968771408100485996210213424157708272247837240125909106689,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC215,,,
Planet Kooky,Polygon,0x69395f0B566CEA59AC8083e7fe95aE69EE275238,1327,https://opensea.io/assets/matic/0x69395f0b566cea59ac8083e7fe95ae69ee275238/1327,https://polygonscan.com/address/0x69395f0b566cea59ac8083e7fe95ae69ee275238,V,PIC216,,,
Arc8 Beats,Polygon,0x650bBabD21Fce6f237C89e07A099D5F980A99A4f,27,https://opensea.io/assets/matic/0x650bbabd21fce6f237c89e07a099d5f980a99a4f/27,https://polygonscan.com/address/0x650bbabd21fce6f237c89e07a099d5f980a99a4f,F,PIC217,,,
Arc8 Beats,Polygon,0x3A85ac1a9344a5940C614b4b79fE74b40469f936,31689,https://opensea.io/assets/matic/0x3a85ac1a9344a5940c614b4b79fe74b40469f936/31689,https://polygonscan.com/address/0x3a85ac1a9344a5940c614b4b79fe74b40469f936,V,PIC218,,,
Smart Cats,Polygon,0xD5cA946AC1c1F24Eb26dae9e1A53ba6a02bd97Fe,1562679116,https://opensea.io/assets/matic/0xd5ca946ac1c1f24eb26dae9e1a53ba6a02bd97fe/1562679116,https://polygonscan.com/address/0xd5ca946ac1c1f24eb26dae9e1a53ba6a02bd97fe,V,PIC219,,,
Pookyballs,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,26587872228328865871341499259375159680681224949095922409834595326691641393153,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/26587872228328865871341499259375159680681224949095922409834595326691641393153,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC220,,,
Art Gobbler Goblins,Ethereum,0x34E36DcBF38FD51a32B14082f8bb8B482F9dE443,10,https://opensea.io/assets/ethereum/0x34e36dcbf38fd51a32b14082f8bb8b482f9de443/10,https://etherscan.io/address/0x34e36dcbf38fd51a32b14082f8bb8b482f9de443,V,PIC221,,,
Art Gobbler,Ethereum,0x60bb1e2AA1c9ACAfB4d34F71585D7e959f387769,108,https://opensea.io/assets/ethereum/0x60bb1e2aa1c9acafb4d34f71585d7e959f387769/108,https://etherscan.io/address/0x60bb1e2aa1c9acafb4d34f71585d7e959f387769,V,PIC222,,,
Michelin 3xplorer,Polygon,0xC8598d8D1f4d3f828968C7e7f028c60e482ed50B,2,https://opensea.io/assets/matic/0xc8598d8d1f4d3f828968c7e7f028c60e482ed50b/2,https://polygonscan.com/address/0xc8598d8d1f4d3f828968c7e7f028c60e482ed50b,F,PIC223,,,
The Grapper,Ethereum,0x5143703D00D595D4A1323046697F777E4f204984,1,https://opensea.io/assets/base/0x5143703d00d595d4a1323046697f777e4f204984/1,https://basescan.org/address/0x5143703d00d595d4a1323046697f777e4f204984,F,PIC224,,,
CryptoPhunks v4,Ethereum,0x25e1ddB7212a6d7942f414E2beAfe2eBB02b5488,5387,https://opensea.io/assets/ethereum/0x25e1ddb7212a6d7942f414e2beafe2ebb02b5488/5387,https://etherscan.io/address/0x25e1ddb7212a6d7942f414e2beafe2ebb02b5488,F,PIC225,,,
My pet Hooligan Edition,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,113614284497084394476508258338288431653978181244537835181895427194582422519810,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/113614284497084394476508258338288431653978181244537835181895427194582422519810,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC226,,,
My pet Hooligan,Ethereum,0x09233d553058c2F42ba751C87816a8E9FaE7Ef10,1542,https://opensea.io/assets/ethereum/0x09233d553058c2f42ba751c87816a8e9fae7ef10/1542,https://etherscan.io/address/0x09233d553058c2f42ba751c87816a8e9fae7ef10,V,PIC227,,,
Pepe Pixeler,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,8603243367512820907307111857287481051969577898250714158696910693481219883009,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/8603243367512820907307111857287481051969577898250714158696910693481219883009,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC228,,,
Manspunks,Polygon,0x86d7d9Dfa9425C202A74B31B4682bc554D166Dad,3,https://opensea.io/assets/matic/0x86d7d9dfa9425c202a74b31b4682bc554d166dad/3,https://polygonscan.com/address/0x86d7d9dfa9425c202a74b31b4682bc554d166dad,F,PIC229,,,
Manspunks,Polygon,0x3c3ae34DF84c5187279A6dd83B8b192348C5b641,737,https://opensea.io/assets/matic/0x3c3ae34df84c5187279a6dd83b8b192348c5b641/737,https://polygonscan.com/address/0x3c3ae34df84c5187279a6dd83b8b192348c5b641,V,PIC230,,,
"$5,000,000 Giveaway",Polygon,0x63D65929Fc99EB3D2ea385cc4a1653503b67B5b7,1,https://opensea.io/assets/matic/0x63d65929fc99eb3d2ea385cc4a1653503b67b5b7/1,https://polygonscan.com/address/0x63d65929fc99eb3d2ea385cc4a1653503b67b5b7,F,PIC231,,,
Moose land,Polygon,0x65FdbDF1Ba61e3E989E88bBDEf1C893E573aD777,1203,https://opensea.io/assets/matic/0x65fdbdf1ba61e3e989e88bbdef1c893e573ad777/1203,https://polygonscan.com/address/0x65fdbdf1ba61e3e989e88bbdef1c893e573ad777,V,PIC232,,,
Ringers,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,86532996358474673188911770789879370212628093257108885842596927238721549369844,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/86532996358474673188911770789879370212628093257108885842596927238721549369844,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC233,,,
Chromie Squiggle Rocks,Ethereum,0xC6D5d41da1A82223083097beeb8aE4405203A656,50,https://opensea.io/assets/ethereum/0xc6d5d41da1a82223083097beeb8ae4405203a656/50,https://etherscan.io/address/0xc6d5d41da1a82223083097beeb8ae4405203a656,F,PIC234,,,
CyberKongz,Ethereum,0x57a204AA1042f6E66DD7730813f4024114d74f37,481,https://opensea.io/assets/ethereum/0x57a204aa1042f6e66dd7730813f4024114d74f37/481,https://etherscan.io/address/0x57a204aa1042f6e66dd7730813f4024114d74f37,V,PIC235,,,
Otherside Koda,Ethereum,0xE012Baf811CF9c05c408e879C399960D1f305903,4004,https://opensea.io/assets/ethereum/0xe012baf811cf9c05c408e879c399960d1f305903/4004,https://etherscan.io/address/0xe012baf811cf9c05c408e879c399960d1f305903,V,PIC236,,,
Kanpai Panda,Ethereum,0xaCF63E56fd08970b43401492a02F6F38B6635C91,3555,https://opensea.io/assets/bsc/0xacf63e56fd08970b43401492a02f6f38b6635c91/3555,https://bscscan.com/address/0xacf63e56fd08970b43401492a02f6f38b6635c91,F,PIC237,,,
Kanpai Panda,Ethereum,0xaCF63E56fd08970b43401492a02F6F38B6635C91,4691,https://opensea.io/assets/ethereum/0xacf63e56fd08970b43401492a02f6f38b6635c91/4691,https://etherscan.io/address/0xacf63e56fd08970b43401492a02f6f38b6635c91,V,PIC238,,,
LLAC - live like a cat,Ethereum,0x449B20b9D509034fb97F97f5F15BC77d300a0492,16,https://opensea.io/assets/ethereum/0x449b20b9d509034fb97f97f5f15bc77d300a0492/16,https://etherscan.io/address/0x449b20b9d509034fb97f97f5f15bc77d300a0492,F,PIC239,,,
LLAC - live like a cat,Ethereum,0x597D757f8502F1fe8E7dD6fc7FE884A51C5Ae2b9,20976,https://opensea.io/assets/ethereum/0x597d757f8502f1fe8e7dd6fc7fe884a51c5ae2b9/20976,https://etherscan.io/address/0x597d757f8502f1fe8e7dd6fc7fe884a51c5ae2b9,V,PIC240,,,
Frowns,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,8701362052794623041509006570088223837119079676960476115590942225651260719105,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/8701362052794623041509006570088223837119079676960476115590942225651260719105,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC241,,,
a KID called BEAST,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,64052760134016317121267490578158353126316254780981891400721758096767468961793,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/64052760134016317121267490578158353126316254780981891400721758096767468961793,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC242,,,
Nouns,Ethereum,0xD6473f1d7C07Dc08983A7F09F59C1a2aBa17be41,13,https://opensea.io/assets/ethereum/0xd6473f1d7c07dc08983a7f09f59c1a2aba17be41/13,https://etherscan.io/address/0xd6473f1d7c07dc08983a7f09f59c1a2aba17be41,F,PIC243,,,
99 Originals,Ethereum,0x1C49Ed56dA6Be87B804BC1B8b817a259aA3132eD,14,https://opensea.io/assets/ethereum/0x1c49ed56da6be87b804bc1b8b817a259aa3132ed/14,https://etherscan.io/address/0x1c49ed56da6be87b804bc1b8b817a259aa3132ed,V,PIC244,,,
Feel Art essence,Ethereum,0x10B708169907dBf007045Df6D3A68c2a797f1Ba3,10,https://opensea.io/assets/ethereum/0x10b708169907dbf007045df6d3a68c2a797f1ba3/10,https://etherscan.io/address/0x10b708169907dbf007045df6d3a68c2a797f1ba3,V,PIC245,,,
Feel Art essence,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,108872394720358832246400424339638869972386818736791174448559615305603126132737,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/108872394720358832246400424339638869972386818736791174448559615305603126132737,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC246,,,
Moonshot by Violetta Zironi,Ethereum,0x70bE4E3761188d0a8c525E54bB81c4Ea97712de4,49,https://opensea.io/assets/ethereum/0x70be4e3761188d0a8c525e54bb81c4ea97712de4/49,https://etherscan.io/address/0x70be4e3761188d0a8c525e54bb81c4ea97712de4,V,PIC247,,,
Kandy Land,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,91114259686214100946493337938949139947292427305941930354746229355052292636683,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/91114259686214100946493337938949139947292427305941930354746229355052292636683,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC248,,,
KandyLand,Ethereum,0x0bcc509282a5fB44c32C59E2Fa1ce613F51c86a2,7622,https://opensea.io/assets/ethereum/0x0bcc509282a5fb44c32c59e2fa1ce613f51c86a2/7622,https://etherscan.io/address/0x0bcc509282a5fb44c32c59e2fa1ce613f51c86a2,V,PIC249,,,
San FranTokyo Genesis Pass,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,63936080541878216284752974557482308056820620430428659325635367116707654008833,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/63936080541878216284752974557482308056820620430428659325635367116707654008833,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC250,,,
San FranTokyo Genesis Pass,Ethereum,0x52Cd55E331931F14191e1F7A068421D89aDe730b,1377,https://opensea.io/assets/ethereum/0x52cd55e331931f14191e1f7a068421d89ade730b/1377,https://etherscan.io/address/0x52cd55e331931f14191e1f7a068421d89ade730b,V,PIC251,,,
Cult,Ethereum,0x6dAb891Db13A66e31579D95b71ca15280041b214,1062,https://opensea.io/assets/ethereum/0x6dab891db13a66e31579d95b71ca15280041b214/1062,https://etherscan.io/address/0x6dab891db13a66e31579d95b71ca15280041b214,V,PIC252,,,
Very long CNP .,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,3090931425032996038596882616957504347126152788007383811698998782919918485505,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/3090931425032996038596882616957504347126152788007383811698998782919918485505,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC253,,,
Very long CNP,Ethereum,0xCFE50e49ec3E5eb24cc5bBcE524166424563dD4E,3439,https://opensea.io/assets/ethereum/0xcfe50e49ec3e5eb24cc5bbce524166424563dd4e/3439,https://etherscan.io/address/0xcfe50e49ec3e5eb24cc5bbce524166424563dd4e,V,PIC254,,,
Polygunks,Ethereum,0xcC83aD9310201936dbb9509aADbA71CdB86d4461,402,https://opensea.io/assets/ethereum/0xcc83ad9310201936dbb9509aadba71cdb86d4461/402,https://etherscan.io/address/0xcc83ad9310201936dbb9509aadba71cdb86d4461,V,PIC255,,,
ChainFaces Arena,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,8923766242822402149652405895473644911720349159944501419025180113567907577857,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/8923766242822402149652405895473644911720349159944501419025180113567907577857,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC256,,,
ChainFaces Arena,Ethereum,0x93a796B1E846567Fe3577af7B7BB89F71680173a,15700,https://opensea.io/assets/ethereum/0x93a796b1e846567fe3577af7b7bb89f71680173a/15700,https://etherscan.io/address/0x93a796b1e846567fe3577af7b7bb89f71680173a,V,PIC257,,,
Beanz offical,Ethereum,0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949,4871,https://opensea.io/assets/ethereum/0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949/4871,https://etherscan.io/address/0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,V,PIC258,,,
Elevated Deconstructions,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,27982122891108091984160020562499980106910504301084992898500975754159002222593,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/27982122891108091984160020562499980106910504301084992898500975754159002222593,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC259,,,
TriBuzz,Polygon,0x7802c717b3fc4E6A32d1aE3A31A6175Ebae9B164,3366,https://opensea.io/assets/matic/0x7802c717b3fc4e6a32d1ae3a31a6175ebae9b164/3366,https://polygonscan.com/address/0x7802c717b3fc4e6a32d1ae3a31a6175ebae9b164,V,PIC260,,,
